Size,Seq,2,4,8
14,.00011290000000000000,0,0,0
15,.00012630000000000000,0,0,0
16,.00012965000000000000,0,0,0
17,.00014373333333333333,0,0,0
18,.00014533333333333333,0,0,0
19,.00015780000000000000,0,0,0
